Restaurant Name,City,Cuisines,Aggregate rating,Average Cost for two
The Chaupal Bar And Restaurant,New Delhi,"Chinese, North Indian",2.9,800
The Grill Point,New Delhi,"Chinese, Mughlai, North Indian",3.0,350
The Roll Hut,New Delhi,"Chinese, Fast Food",3.1,200
Triveni,New Delhi,"North Indian, South Indian, Chinese, Fast Food",3.2,300
Gokul Foods,New Delhi,"North Indian, Chinese",3.6,550
Papa Pizza,New Delhi,"Pizza, Fast Food",3.5,450
Aalishaan,New Delhi,"Chinese, North Indian",0.0,300
Amritsari Chaat Bhandar,New Delhi,Street Food,0.0,200
Bansal Foods,New Delhi,North Indian,0.0,600
Bhatia Chinese Food,New Delhi,"Chinese, South Indian, Fast Food",0.0,200
Break Fast Junction,New Delhi,North Indian,0.0,200
Breakfast Hut,New Delhi,North Indian,0.0,200
Buddy 's. Pizza,New Delhi,Pizza,0.0,300
Chai Garam,New Delhi,"Beverages, Fast Food",0.0,150
Deepu Fish & Chicken,New Delhi,North Indian,0.0,500
deliKitchen,New Delhi,"North Indian, Chinese, South Indian, Fast Food",0.0,350
Dial A Cake,New Delhi,"Bakery, Fast Food",0.0,400
Fuel Diet Cafe,New Delhi,Healthy Food,0.0,350
GO CHATZ With Breadz,New Delhi,"Chinese, Fast Food",0.0,250
Goldy Chat Bhandar,New Delhi,Street Food,0.0,100
Green Chick Chop,New Delhi,"Raw Meats, Fast Food",0.0,350
Hungry Heights,New Delhi,Fast Food,0.0,300
Kebabish,New Delhi,North Indian,0.0,550
Khalsa Dhaba,New Delhi,North Indian,0.0,350
Khanna's Hot Pizza,New Delhi,Pizza,0.0,350
Lets Eat Veg,New Delhi,North Indian,0.0,450
Mitra Da Dhabha,New Delhi,"Mughlai, North Indian",0.0,350
Murliwala Bakers,New Delhi,"Bakery, Fast Food",0.0,250
Panjabi Chic-Shoppe,New Delhi,"Raw Meats, Street Food",0.0,300
Raj Petha Bhandar,New Delhi,Mithai,0.0,200
Ramlal Sweets,New Delhi,Mithai,0.0,100
Sanjha Chula Baba Da,New Delhi,North Indian,0.0,250
Sri Krishna,New Delhi,Street Food,0.0,200
Sugandh Corner,New Delhi,South Indian,0.0,250
The Friends Cafe,New Delhi,"Chinese, Italian",0.0,300
The Muffin Girl,New Delhi,Bakery,0.0,400
Rainbows,New Delhi,"Bakery, Fast Food",3.1,400
The Nest,New Delhi,"Continental, Italian, North Indian",3.5,2200
Burger Head Quarter BHQ,New Delhi,Fast Food,0.0,300
Chez Jerome - Q Cafe,New Delhi,"Cafe, French",0.0,1500
Mr. Billiken,New Delhi,North Indian,0.0,600
Mulligan Cafe,New Delhi,"South Indian, Fast Food",0.0,300
Naya Adda,New Delhi,Fast Food,0.0,200
OCD - Online Cake Delivery,New Delhi,"Bakery, Desserts",0.0,200
Puja Sandwich House,New Delhi,Fast Food,0.0,300
Ambersari Dhaba,New Delhi,Fast Food,3.4,250
Arabian Knites,New Delhi,"Cafe, Chinese",3.0,500
Aryan's Rajasthani Pyaz Ki Kachori,New Delhi,Street Food,3.1,100
Aviram's Chinese Kitchen,New Delhi,"Chinese, Fast Food",2.7,250
Bhagwan Sweets,New Delhi,"Mithai, North Indian, Chinese, Street Food",2.8,250
Chawla,New Delhi,"North Indian, Chinese",2.7,400
Chinese Hut,New Delhi,"Chinese, Fast Food",3.2,450
Flavourz,New Delhi,Fast Food,3.3,150
Lets Bake Love,New Delhi,"Bakery, Desserts",3.0,600
Mahadev Dhaba,New Delhi,North Indian,2.6,100
Sethi's Food Corner,New Delhi,"Chinese, North Indian",3.3,550
Sethi's Restaurant,New Delhi,"North Indian, Chinese, Fast Food",3.4,700
Sindhi Kulfi,New Delhi,"Desserts, Ice Cream",3.0,100
Sri Kamakshi Vilas,New Delhi,"South Indian, North Indian",2.7,400
The Midnight Hub - C,New Delhi,"North Indian, Chinese, Fast Food",2.6,450
Anand Ji,New Delhi,"North Indian, Street Food",3.8,200
Happy Hakka,New Delhi,"Chinese, Asian, Thai",3.7,650
Oberoi's,New Delhi,North Indian,3.6,600
Relax Restaurant,New Delhi,"North Indian, Mughlai",3.5,800
Al-Rihan,New Delhi,Mughlai,0.0,250
All Day 99,New Delhi,"North Indian, Chinese, South Indian",0.0,250
Anna Dosa,New Delhi,South Indian,0.0,300
Chick Chicken House,New Delhi,"Raw Meats, Fast Food",0.0,250
Chicken King,New Delhi,Mughlai,0.0,300
Choco Kraft,New Delhi,"Bakery, Desserts",0.0,300
Cocoalicious Delights,New Delhi,"Bakery, Desserts",0.0,300
FNV,New Delhi,"North Indian, Chinese",0.0,600
Food En Vouge,New Delhi,North Indian,0.0,400
Food Junction,New Delhi,Chinese,0.0,300
Gian Ji Punjabi Dhaba,New Delhi,North Indian,0.0,150
Govinda,New Delhi,Street Food,0.0,100
Intermission,New Delhi,"Bakery, Fast Food",0.0,200
Karma Cafe & Lounge,New Delhi,"North Indian, Chinese",0.0,350
Lotes Bakes,New Delhi,Bakery,0.0,300
New Anna Ka Dosa,New Delhi,South Indian,0.0,250
New Sethi's,New Delhi,"Mughlai, North Indian",0.0,500
Punjab Sweets,New Delhi,"Mithai, Street Food",0.0,150
Shri Ram Dhaba,New Delhi,North Indian,0.0,200
Standard Punjabi Food,New Delhi,North Indian,0.0,200
Sunrise Bakery,New Delhi,Bakery,0.0,400
Taste of Spice,New Delhi,North Indian,0.0,400
The Celiac Kitchen,New Delhi,North Indian,0.0,500
Aggarwal Sweet Corner,New Delhi,"North Indian, Chinese, Street Food, Mithai",3.4,300
Behrouz Biryani,New Delhi,Biryani,3.0,600
Biryani Blues,New Delhi,"Biryani, Hyderabadi",3.1,1000
Burger King,New Delhi,"Burger, Fast Food",3.4,500
Domino's Pizza,New Delhi,"Pizza, Fast Food",2.5,700
Gopal (Sindhi) Restaurant,New Delhi,"North Indian, Mughlai",3.4,650
Kabul Delhi,New Delhi,Afghani,2.9,550
Khan Chacha,New Delhi,"Mughlai, North Indian",2.9,650
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",2.8,800
Punjabi Jaika,New Delhi,"North Indian, Street Food",3.3,250
Rozy Restaurant,New Delhi,"North Indian, South Indian, Chinese",2.6,500
Taj Cafe,New Delhi,"North Indian, Chinese",3.1,600
Tewari Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",3.1,500
The Burger Hut & Cake Shop,New Delhi,"Burger, Fast Food, Chinese, Bakery",3.0,300
Angel's Basket,New Delhi,Bakery,3.5,200
Bikanervala,New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.7,550
Haldiram's,New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",3.8,600
Moon of Taj,New Delhi,Desserts,3.8,500
Tongue Thai'd,New Delhi,"Asian, Thai",3.7,1000
Udupi Sai Sarover,New Delhi,"North Indian, South Indian, Chinese",3.8,550
Wagh Bakri Tea Lounge,New Delhi,Cafe,3.5,550
K2 Multi Cuisine Restaurant,New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean",0.0,1000
Tibet Kitchen,New Delhi,"Tibetan, Chinese",3.5,500
Baba Nagpal Corner,New Delhi,"North Indian, Street Food",4.1,150
Burger Street,New Delhi,Fast Food,3.4,300
Dilli Zaika,New Delhi,"Fast Food, South Indian, Chinese",3.2,300
Mughal Chic Inn,New Delhi,"Mughlai, North Indian",3.3,600
Nutrition Theka,New Delhi,Cafe,3.3,500
Punjabi Chaap Corner,New Delhi,"North Indian, Fast Food",3.1,550
Samosa Street,New Delhi,"Fast Food, Street Food",3.3,200
Shanu's Chicken Planet,New Delhi,"North Indian, Mughlai, Chinese, Italian",3.2,450
Shanu's Food Shop,New Delhi,"North Indian, Chinese, Fast Food",2.8,450
Bigbee,New Delhi,Bakery,0.0,100
Delhi 6 Cafe,New Delhi,"Chinese, South Indian",0.0,300
Lala Ji Sweets,New Delhi,"Mithai, Street Food",0.0,300
MK's Chinese Food,New Delhi,"Chinese, Fast Food",0.0,250
Nirvana The Divine Kitchen,New Delhi,"North Indian, Chinese",0.0,700
Preechen,New Delhi,"North Indian, Fast Food",0.0,400
Rahul Eggs,New Delhi,"Fast Food, South Indian",4.2,400
7 Stick,New Delhi,"Pizza, Fast Food",2.8,250
Aashirwad Restaurant,New Delhi,"North Indian, Chinese",2.6,400
Amar Bakery,New Delhi,"Fast Food, Mithai, Bakery",3.3,250
Apni Rasoi,New Delhi,North Indian,3.1,400
Baked Buns,New Delhi,Fast Food,3.1,500
Banspi,New Delhi,Chinese,2.9,350
Benchmark,New Delhi,"Chinese, Continental, Mexican",2.8,500
Bobby Tikki Wala,New Delhi,Street Food,3.0,250
Cafe Coffee Day,New Delhi,Cafe,2.7,450
Cafe Coffee Day,New Delhi,Cafe,2.8,450
Canteeno,New Delhi,"North Indian, Chinese",3.0,200
Chai Mantra,New Delhi,"Fast Food, Beverages",3.2,200
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,New Delhi,North Indian,2.8,200
Chandni Chowk Parantha Corner,New Delhi,North Indian,3.1,100
Chauhan Laxmi Sweets,New Delhi,Mithai,3.0,150
Chawla's The Cake Room,New Delhi,"Bakery, Fast Food, Beverages",3.4,250
China Town,New Delhi,Chinese,2.9,250
Domino's Pizza,New Delhi,"Pizza, Fast Food",2.6,700
Faasos,New Delhi,"North Indian, Fast Food",2.6,600
Fast Trax,New Delhi,Fast Food,3.2,250
Finger Licious,New Delhi,"Bakery, Fast Food",3.4,200
Gulshan Pastry Shop,New Delhi,Bakery,3.0,200
Handa's,New Delhi,"North Indian, Chinese",2.6,500
Homely Delight,New Delhi,"Mughlai, Biryani",3.1,400
Jahangeer Foods,New Delhi,"North Indian, Mughlai",2.7,500
Kaleva,New Delhi,"North Indian, Mithai",3.3,400
Laxmi Vaishno Dhaba,New Delhi,North Indian,3.0,300
Little Pleasure Restaurant & Cafe,New Delhi,"North Indian, Chinese",2.9,600
Mauryan Multi Cuisine Restaurant,New Delhi,"North Indian, Chinese",3.4,900
Mehta Food Junction,New Delhi,"North Indian, South Indian",3.0,300
Om Bikaner Wale,New Delhi,"Mithai, Street Food",2.8,200
Ovenstory Pizza,New Delhi,"Pizza, Fast Food",2.9,500
Prasadam,New Delhi,"South Indian, Fast Food",2.8,400
Priyanshi Fast Food,New Delhi,South Indian,3.3,300
Punjabi Tadka,New Delhi,North Indian,3.1,350
Pyaali,New Delhi,"Fast Food, Tea",2.8,200
Ruby Dhaba,New Delhi,North Indian,2.7,500
Shree Manakamna Fast Food,New Delhi,Chinese,3.4,300
The Chinese Hut,New Delhi,"Chinese, Fast Food",3.0,350
The Chinese Hut,New Delhi,"Chinese, Fast Food",3.2,300
The Chinese Kitchen,New Delhi,Chinese,3.1,350
Twenty Four Seven,New Delhi,Fast Food,3.1,250
Vegie Kitchen,New Delhi,"Chinese, North Indian",3.1,250
Behrouz Biryani,New Delhi,Biryani,3.5,600
Burger King,New Delhi,"Burger, Fast Food",3.5,500
Mohit di Hatti,New Delhi,Street Food,3.8,200
Play Pizza,New Delhi,"Italian, Pizza",3.8,600
Sushiya Express,New Delhi,"Sushi, Asian",3.7,800
Tantrum Coffee Bar,New Delhi,"Cafe, Pizza",3.5,500
Chawla's Tandoori Junction,New Delhi,"North Indian, Mughlai",0.0,500
Chennai Express Greens,New Delhi,South Indian,0.0,250
Omi Pizza,New Delhi,Fast Food,0.0,350
South Indian & Chinese Fast Food,New Delhi,"South Indian, Chinese, Fast Food",0.0,350
The Khoj Cafe Restaurent,New Delhi,"Chinese, North Indian",0.0,300
Bharat Chicken Inn,New Delhi,"Mughlai, Fast Food, North Indian",2.4,800
Nathu's Sweets,New Delhi,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",2.1,400
Wah Ji Wah,New Delhi,"North Indian, Chinese",2.2,500
QD's Restaurant,New Delhi,"Chinese, North Indian, Fast Food, Italian",4.1,800
Henri's Bar - Le Meridien,New Delhi,Finger Food,3.3,2000
Le Belvedere - Le Meridien,New Delhi,Chinese,3.5,5000
Longitude - Le Meridien,New Delhi,Cafe,3.9,2000
Nero - Le Meridien,New Delhi,Finger Food,3.5,3000
The One - Le Meridien,New Delhi,Continental,3.8,4500
Eau De Monsoon - Le Meridien,New Delhi,"Continental, European, North Indian, French",4.0,4500
Slounge - Lemon Tree Premier,New Delhi,North Indian,3.5,1000
Al Bake,New Delhi,"North Indian, Chinese",2.5,600
Al-Bawarchi,New Delhi,"North Indian, Mughlai, Chinese",3.1,650
Big Dragon,New Delhi,"Chinese, Thai",3.1,650
BTW,New Delhi,"North Indian, Street Food, South Indian, Mithai",3.3,400
Capital Curry,New Delhi,"North Indian, Mughlai",3.1,1000
Domino's Pizza,New Delhi,"Pizza, Fast Food",2.5,700
Ekta's Kitchen,New Delhi,"North Indian, Mughlai, Chinese",3.2,650
Gopal's,New Delhi,"Ice Cream, Street Food",2.9,150
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",2.6,1000
Open Oven,New Delhi,"Bakery, Desserts, Fast Food",3.4,250
Relax Xpress,New Delhi,"North Indian, Mughlai, Chinese",3.2,700
Roll Club,New Delhi,Fast Food,2.7,250
SM Gopal Ice Cream & Cakes,New Delhi,"Ice Cream, Desserts",3.2,200
Bangla Sweet Corner,New Delhi,"Chinese, North Indian, Mithai, Street Food",2.6,400
Chinois,New Delhi,Asian,3.0,1500
Dawat,New Delhi,"North Indian, Chinese, Mughlai",2.9,450
Establishment Ristorante,New Delhi,Bakery,3.1,400
Ganesha Sweets & Restaurant,New Delhi,"North Indian, Mithai, Street Food",2.6,500
Gopala,New Delhi,"Mithai, Street Food",3.3,250
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",2.9,350
Hot Chimney,New Delhi,"North Indian, Chinese, Mughlai",2.5,850
Icon,New Delhi,"Chinese, North Indian",3.2,1000
Juneja's Eating Plaza,New Delhi,"North Indian, Mughlai, Chinese, Fast Food",3.4,700
Lodhi Knights,New Delhi,Fast Food,3.1,200
Ram Singh's Bhoj,New Delhi,"Mithai, Street Food",2.9,350
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",2.7,400
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",3.3,700
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",3.2,500
The Altitude Cafe and Deli,New Delhi,Cafe,3.1,600
Tokyo Mon Amour,New Delhi,"Japanese, French",3.1,2200
Bhane,New Delhi,Ice Cream,3.6,300
Celeste,New Delhi,"Cafe, Desserts, Bakery",3.5,500
Chidambaram's New Madras Hotel,New Delhi,"South Indian, Fast Food",3.8,400
CJ's Fresh,New Delhi,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",3.8,1000
Elma's Brasserie,New Delhi,"American, Continental, Italian, Bakery",3.7,2000
Kunafa,New Delhi,"Desserts, Middle Eastern, Turkish",3.9,300
Lahori Gate,New Delhi,"Mughlai, North Indian",3.5,1800
M I Food Center,New Delhi,"North Indian, Mughlai, Chinese",3.8,600
Sugar Blossoms,New Delhi,"Desserts, Bakery",3.6,300
Eywa by Saby @ Celeste,New Delhi,Cafe,0.0,1000
Cafe Coffee Day,New Delhi,Cafe,2.3,450
Guppy,New Delhi,"Japanese, Sushi",4.1,2900
Ping's CafÃ­Â© Orient,New Delhi,Asian,4.1,2100
The All American Diner,New Delhi,"American, Fast Food",4.1,1000
Armaan's Restaurant,New Delhi,"North Indian, South Indian, Chinese",2.8,500
Garden Chef,New Delhi,Chinese,3.0,450
Golooji's Chat Waat,New Delhi,Street Food,3.3,400
Oriental Lee,New Delhi,"Chinese, Thai",2.7,500
Peshawari Restaurant,New Delhi,"North Indian, Chinese",3.1,700
Tikka Town,New Delhi,North Indian,3.1,550
Titu Restaurant,New Delhi,North Indian,2.9,300
Vijay Dhaba,New Delhi,North Indian,2.9,150
Wild Willy,New Delhi,"Pizza, Fast Food",3.2,500
Diva Spiced,New Delhi,"Asian, Chinese",3.7,2000
Granma's Homemade,New Delhi,"Bakery, Desserts, Fast Food",3.6,200
Karim's,New Delhi,"North Indian, Mughlai",3.8,1000
Sab Ki Khatir,New Delhi,Mughlai,3.7,450
Golden Bakery,New Delhi,Bakery,0.0,400
Krishan Sweets,New Delhi,Mithai,0.0,250
Rai Ji Caterers,New Delhi,North Indian,0.0,400
Szoun Chinese Food,New Delhi,Chinese,0.0,300
Yummy Mummy @ Delhi,New Delhi,"Bengali, North Indian",0.0,300
Lodi - The Garden Restaurant,New Delhi,"European, Lebanese, Mediterranean",4.2,2600
Aggarwal Sweets & Restaurant,New Delhi,"North Indian, Mithai, South Indian, Street Food, Fast Food",2.7,400
Ashirwad Dhaba,New Delhi,North Indian,2.9,200
Barichi Restaurant,New Delhi,"North Indian, South Indian, Chinese",2.9,1000
Bikaner Sweets,New Delhi,Mithai,2.7,200
Bikaner,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",2.9,600
Chatori Zubaan 2,New Delhi,"North Indian, Chinese",3.0,550
Chinese Mania,New Delhi,Chinese,3.2,300
Da Pizza Corner,New Delhi,"Fast Food, Pizza",2.5,600
Dhaba Cash 'N' Carry Kitchen,New Delhi,North Indian,3.1,600
Dom Dang Kins Restaurant,New Delhi,Chinese,3.1,400
First Choice,New Delhi,"North Indian, Chinese, Fast Food",2.9,600
Hungry Hut,New Delhi,"North Indian, Chinese, Mughlai",3.1,700
Le Seasons Restaurant,New Delhi,"North Indian, Chinese",2.8,950
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",3.0,800
Popsy's,New Delhi,"North Indian, South Indian, Continental, Fast Food",3.0,550
Prabhu,New Delhi,"Fast Food, North Indian, Bakery",3.1,500
Saptagiri,New Delhi,"North Indian, Mughlai, Chinese, Continental, Fast Food",2.8,900
Spice Hut,New Delhi,"North Indian, Fast Food, Biryani",2.9,500
Taste of Vishal,New Delhi,"North Indian, Chinese",2.9,900
The Tandoori Night,New Delhi,"Biryani, Chinese, North Indian",2.8,300
Traffic Jaam,New Delhi,"North Indian, Chinese",2.9,550
Tripti,New Delhi,"North Indian, Chinese, Mughlai, South Indian",3.1,1000
Uttaranchal Dhaba & Restaurant,New Delhi,North Indian,2.9,200
Wah Ji Wah,New Delhi,"North Indian, Chinese",2.9,450
Resto 37,New Delhi,"North Indian, Chinese, Continental, Fast Food",3.9,700
Aakash Sweets & Caterers,New Delhi,"Mithai, Street Food",0.0,150
Aapka Mangal Restaurant,New Delhi,North Indian,0.0,500
Al-Karim,New Delhi,North Indian,0.0,350
Apna Dhaba,New Delhi,North Indian,0.0,150
Burger Wala,New Delhi,"Burger, Fast Food",0.0,200
Cafe Highway,New Delhi,"Fast Food, Chinese",0.0,250
Cake Point,New Delhi,"Bakery, Desserts",0.0,600
Chatori Zubaan Chur Chur Naan,New Delhi,North Indian,0.0,100
Coffee Shop,New Delhi,"Cafe, North Indian, Continental",0.0,1000
Colonel's Kebabs & Curries,New Delhi,"North Indian, Chinese, Mughlai",0.0,600
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,New Delhi,North Indian,0.0,150
Dolphin - The Food Cafe,New Delhi,"North Indian, Mughlai, Chinese",0.0,300
First Treat Bakers,New Delhi,Bakery,0.0,300
Flavours Of Delhi,New Delhi,"North Indian, Chinese, Fast Food",0.0,650
Foresto Lawn & Restaurant,New Delhi,"North Indian, Mughlai, Chinese",0.0,600
Jain Sweets & Bakers,New Delhi,"North Indian, Mithai",0.0,300
JD's Restaurant,New Delhi,"North Indian, Chinese",0.0,350
Just Vada Pav,New Delhi,Street Food,0.0,150
Kaka De Dhaba,New Delhi,North Indian,0.0,350
Kolcata Bengali Dhaba,New Delhi,North Indian,0.0,100
Kukkuu Da Dhaba,New Delhi,North Indian,0.0,400
M&S Coffee Cafe,New Delhi,Fast Food,0.0,450
Malabar Style Kitchen,New Delhi,Kerala,0.0,350
Mathura Lassi Wala,New Delhi,"North Indian, Chinese, South Indian",0.0,250
Metropolitan Cafe,New Delhi,"North Indian, Chinese",0.0,500
Mr. Bake,New Delhi,Bakery,0.0,250
Mughal-E-Zaika,New Delhi,"Mughlai, North Indian",0.0,500
Mukesh Bhojnalaya,New Delhi,North Indian,0.0,300
New Royal Blue Dhaba,New Delhi,North Indian,0.0,300
New Sharma Chicken Corner,New Delhi,"North Indian, Biryani",0.0,150
Pakwan,New Delhi,"North Indian, Chinese, Fast Food",0.0,500
Pizza Corner,New Delhi,"Pizza, Fast Food",0.0,250
Pokhreli Kitchen,New Delhi,"South Indian, Nepalese",0.0,450
Rasoi,New Delhi,North Indian,0.0,500
Satya Dhaba,New Delhi,North Indian,0.0,450
Sha-O-Lin Chinese Fast Food,New Delhi,Chinese,0.0,300
Shahi Chicken Corner,New Delhi,Mughlai,0.0,300
Shama Muradabadi,New Delhi,"North Indian, Biryani",0.0,250
Sunil Punjabi Dhaba,New Delhi,North Indian,0.0,150
Sunita Dhaba,New Delhi,North Indian,0.0,250
Taste of India,New Delhi,"North Indian, Mughlai, Chinese",0.0,1000
U.P. Al-Flah Restaurant,New Delhi,Biryani,0.0,350
Vaishno Da Dhaba,New Delhi,North Indian,0.0,200
Yadav Sweets,New Delhi,"Mithai, Street Food",0.0,150
The Cavalry Bar - Maidens Hotel,New Delhi,Finger Food,2.7,2000
The Curzon Room - Maidens Hotel,New Delhi,"European, North Indian",3.4,3200
The Garden Terrace - Maidens Hotel,New Delhi,"North Indian, Continental",3.3,3000
Ama Rabsel House,New Delhi,"Chinese, North Indian",3.0,500
Cafe Plus,New Delhi,Cafe,3.2,500
Hornbill,New Delhi,"Naga, Chinese",3.1,450
Orange Cafe & Restaurant,New Delhi,"Tibetan, Chinese",3.1,450
ABC Restaurant,New Delhi,"North Indian, Chinese",0.0,300
Achi Restaurant,New Delhi,Chinese,0.0,400
Asian House Restaurant,New Delhi,"Tibetan, South Indian, North Indian",0.0,400
Cafe 59,New Delhi,"Cafe, North Eastern",0.0,600
Drepung Loselling,New Delhi,"Tibetan, Chinese",0.0,400
Dus Bab,New Delhi,Tibetan,0.0,500
DZI House,New Delhi,"North Indian, Chinese, Tibetan",0.0,550
Good Luck Cafe,New Delhi,Ice Cream,0.0,250
Kathmandu,New Delhi,Chinese,0.0,300
Kullu Manali Restaurant,New Delhi,"Tibetan, Chinese, North Indian",0.0,400
Lhamo's Kitchen,New Delhi,Nepalese,0.0,300
Lhasa Manthang Restaurant,New Delhi,"Tibetan, Chinese",0.0,300
Lhasa Thali House,New Delhi,Nepalese,0.0,300
Little Tibet,New Delhi,"Cafe, Tibetan",0.0,300
Lotus House Restaurant,New Delhi,"Tibetan, Chinese",0.0,600
Mahi Rasoi,New Delhi,"North Indian, South Indian, Fast Food",0.0,400
New Open Restaurant,New Delhi,"Nepalese, Tibetan",0.0,300
Rooftop Restaurant,New Delhi,Chinese,0.0,450
Somang House Restaurant,New Delhi,"Asian, Chinese",0.0,500
Tandoori Khazana,New Delhi,"North Indian, Fast Food",0.0,350
Tsopema Restaurant,New Delhi,"Tibetan, Chinese, North Indian",0.0,600
33 Food,New Delhi,"North Indian, Mughlai",3.2,700
Burger Point,New Delhi,"Burger, Fast Food",3.3,400
Cafe Blur,New Delhi,"Cafe, Chinese",3.1,450
Cafe Coffee Day,New Delhi,Cafe,2.5,450
Cafe Rendezvous,New Delhi,"Mexican, Italian, North Indian, Continental, Asian",3.3,1550
Cakes & Bakes,New Delhi,"Bakery, Desserts",3.4,500
Chatorey Chacha,New Delhi,"Street Food, North Indian",3.3,350
Chilli Dragon,New Delhi,"Chinese, Thai",3.3,650
DCK- Dana Choga's Kitchen,New Delhi,"North Indian, Mughlai",3.4,800
Divya's Rimpy Restaurant,New Delhi,"North Indian, Chinese, Mughlai",3.2,800
Express Dhaba,New Delhi,"North Indian, Chinese, Mughlai",2.7,650
Go Foodie,New Delhi,"North Indian, Chinese",3.3,500
Health Pan,New Delhi,Healthy Food,3.4,200
Karim's,New Delhi,"Mughlai, North Indian",3.0,800
Karuna,New Delhi,South Indian,3.0,200
Kathi,New Delhi,"North Indian, Fast Food, Chinese",2.8,400
King Chilly Kitchen,New Delhi,"Chinese, Tibetan",3.2,400
Kolhapuri Veg Non-Veg Foods,New Delhi,Maharashtrian,3.3,300
Mehfil Dhaba,New Delhi,"Fast Food, North Indian",3.4,300
Moti Mahal Delux - Legendary Culinary,New Delhi,"North Indian, Chinese",2.6,600
Open Oven,New Delhi,"Bakery, Desserts, Fast Food",3.4,250
Paapi Paet,New Delhi,"Fast Food, Beverages",3.3,550
Pepper Corn Express,New Delhi,"North Indian, Chinese, Fast Food",3.4,800
Pinch Of China,New Delhi,Chinese,3.2,400
